human,hydra,type
CALM3,t33429aep,many_many
CALM2,t33429aep,many_many
CALM1,t33429aep,many_many
CALM3,t28440aep,many_many
CALM2,t28440aep,many_many
CALM1,t28440aep,many_many
CALM3,t36585aep,many_many
CALM2,t36585aep,many_many
CALM1,t36585aep,many_many
CALM3,t10711aep,many_many
CALM2,t10711aep,many_many
CALM1,t10711aep,many_many
CALM3,t5954aep,many_many
CALM2,t5954aep,many_many
CALM1,t5954aep,many_many
CALM3,t30428aep,many_many
CALM2,t30428aep,many_many
CALM1,t30428aep,many_many
CD302,t30214aep,one_many
CD302,t29117aep,one_many
CD302,t32410aep,one_many
CD302,t37155aep,one_many
CD302,t1180aep,one_many
CD302,t1256aep,one_many
CD302,t34105aep,one_many
MAGEL2,t23140aep,many_one
NSMCE3,t23140aep,many_one
MAGEF1,t23140aep,many_one
MAGEE2,t23140aep,many_one
MAGEE1,t23140aep,many_one
MAGEH1,t23140aep,many_one
MAGEB18,t23140aep,many_one
MAGEA10,t23140aep,many_one
MAGEA11,t23140aep,many_one
MAGEA4,t23140aep,many_one
MAGEA3,t23140aep,many_one
MAGEA6,t23140aep,many_one
MAGEA12,t23140aep,many_one
MAGEA2,t23140aep,many_one
MAGEA2B,t23140aep,many_one
MAGEA5P,t23140aep,many_one
MAGEA1,t23140aep,many_one
MAGEA8,t23140aep,many_one
MAGEA9,t23140aep,many_one
MAGEA9B,t23140aep,many_one
MAGEA13P,t23140aep,many_one
MAGEC1,t23140aep,many_one
MAGEC2,t23140aep,many_one
MAGEC3,t23140aep,many_one
MAGEB16,t23140aep,many_one
MAGEB10,t23140aep,many_one
MAGEB3,t23140aep,many_one
MAGEB5,t23140aep,many_one
MAGEB17,t23140aep,many_one
MAGEB2,t23140aep,many_one
MAGEB4,t23140aep,many_one
MAGEB1,t23140aep,many_one
MAGEB6,t23140aep,many_one
MAGEB6B,t23140aep,many_one
ZBED4,t37552aep,one_many
ZBED4,t9000aep,one_many
ZBED4,t30232aep,one_many
ZBED4,t35344aep,one_many
ZBED4,t14145aep,one_many
ZBED4,t14727aep,one_many
ZBED4,t38288aep,one_many
ZBED4,t35797aep,one_many
ZBED4,t25208aep,one_many
ZBED4,t28062aep,one_many
ZBED4,t32975aep,one_many
ZBED4,t32974aep,one_many
ZBED4,t34812aep,one_many
GOLGA2P5,t16509aep,many_one
GOLGA6L3,t16509aep,many_one
GOLGA6L4,t16509aep,many_one
GOLGA6L19,t16509aep,many_one
GOLGA6L10,t16509aep,many_one
GOLGA6L9,t16509aep,many_one
GOLGA2,t16509aep,many_one
GOLGA6A,t16509aep,many_one
GOLGA6B,t16509aep,many_one
GOLGA6D,t16509aep,many_one
GOLGA6C,t16509aep,many_one
GOLGA8B,t16509aep,many_one
GOLGA8A,t16509aep,many_one
GOLGA8CP,t16509aep,many_one
GOLGA8DP,t16509aep,many_one
GOLGA8F,t16509aep,many_one
GOLGA8G,t16509aep,many_one
GOLGA8S,t16509aep,many_one
GOLGA8IP,t16509aep,many_one
GOLGA8K,t16509aep,many_one
GOLGA8T,t16509aep,many_one
GOLGA8J,t16509aep,many_one
GOLGA8H,t16509aep,many_one
GOLGA8M,t16509aep,many_one
GOLGA8R,t16509aep,many_one
GOLGA8O,t16509aep,many_one
GOLGA8N,t16509aep,many_one
GOLGA8Q,t16509aep,many_one
TRAF4,t37209aep,one_many
TRAF4,t28334aep,one_many
TRAF4,t23008aep,one_many
TRAF4,t24373aep,one_many
TRAF4,t31085aep,one_many
SETMAR,t27764aep,one_many
SETMAR,t6997aep,one_many
SETMAR,t6998aep,one_many
SETMAR,t33250aep,one_many
GIN1,t26799aep,one_many
GIN1,t21674aep,one_many
GIN1,t1301aep,one_many
GIN1,t28327aep,one_many
GIN1,t35817aep,one_many
ANGPTL4,t23804aep,many_one
ANGPTL3,t23804aep,many_one
MFAP4,t23804aep,many_one
FIBCD1,t23804aep,many_one
TNC,t23804aep,many_one
TNR,t23804aep,many_one
TNN,t23804aep,many_one
TNXB,t23804aep,many_one
FCN3,t23804aep,many_one
FCN1,t23804aep,many_one
FCN2,t23804aep,many_one
ANGPTL1,t23804aep,many_one
ANGPTL2,t23804aep,many_one
ANGPTL6,t23804aep,many_one
FGB,t23804aep,many_one
FGG,t23804aep,many_one
FGA,t23804aep,many_one
FGL1,t23804aep,many_one
FGL2,t23804aep,many_one
ANGPTL7,t23804aep,many_one
ANGPT4,t23804aep,many_one
ANGPT2,t23804aep,many_one
ANGPT1,t23804aep,many_one
ANGPTL5,t23804aep,many_one
THAP12,t34269aep,one_many
THAP12,t34268aep,one_many
THAP12,t17148aep,one_many
THAP12,t11427aep,one_many
THAP12,t37180aep,one_many
THAP12,t30116aep,one_many
USP17L6P,t4745aep,many_one
USP17L23,t4745aep,many_one
USP17L18,t4745aep,many_one
USP17L11,t4745aep,many_one
USP17L15,t4745aep,many_one
USP17L2,t4745aep,many_one
USP17L3,t4745aep,many_one
USP17L1,t4745aep,many_one
USP17L8,t4745aep,many_one
USP17L4,t4745aep,many_one
USP17L7,t4745aep,many_one
USP17L10,t4745aep,many_one
USP17L17,t4745aep,many_one
USP17L13,t4745aep,many_one
USP17L19,t4745aep,many_one
USP17L22,t4745aep,many_one
USP17L20,t4745aep,many_one
USP17L21,t4745aep,many_one
USP17L12,t4745aep,many_one
USP17L24,t4745aep,many_one
USP17L25,t4745aep,many_one
USP17L26,t4745aep,many_one
USP17L27,t4745aep,many_one
USP17L28,t4745aep,many_one
USP17L29,t4745aep,many_one
USP17L30,t4745aep,many_one
USP17L5,t4745aep,many_one
NYX,t34475aep,many_many
TRIL,t34475aep,many_many
OPTC,t34475aep,many_many
EPYC,t34475aep,many_many
OGN,t34475aep,many_many
OMG,t34475aep,many_many
FLRT1,t34475aep,many_many
FLRT3,t34475aep,many_many
FLRT2,t34475aep,many_many
PODNL1,t34475aep,many_many
PODN,t34475aep,many_many
KERA,t34475aep,many_many
PRELP,t34475aep,many_many
OMD,t34475aep,many_many
FMOD,t34475aep,many_many
LUM,t34475aep,many_many
ECM2,t34475aep,many_many
DCN,t34475aep,many_many
BGN,t34475aep,many_many
ASPN,t34475aep,many_many
NYX,t37632aep,many_many
TRIL,t37632aep,many_many
OPTC,t37632aep,many_many
EPYC,t37632aep,many_many
OGN,t37632aep,many_many
OMG,t37632aep,many_many
FLRT1,t37632aep,many_many
FLRT3,t37632aep,many_many
FLRT2,t37632aep,many_many
PODNL1,t37632aep,many_many
PODN,t37632aep,many_many
KERA,t37632aep,many_many
PRELP,t37632aep,many_many
OMD,t37632aep,many_many
FMOD,t37632aep,many_many
LUM,t37632aep,many_many
ECM2,t37632aep,many_many
DCN,t37632aep,many_many
BGN,t37632aep,many_many
ASPN,t37632aep,many_many
SEMA6A,t9741aep,many_one
SEMA6D,t9741aep,many_one
SEMA6B,t9741aep,many_one
SEMA6C,t9741aep,many_one
SEMA5B,t9741aep,many_one
SEMA5A,t9741aep,many_one
SEMA4A,t9741aep,many_one
SEMA4B,t9741aep,many_one
SEMA4G,t9741aep,many_one
SEMA4C,t9741aep,many_one
SEMA4D,t9741aep,many_one
SEMA4F,t9741aep,many_one
SEMA7A,t9741aep,many_one
SEMA3E,t9741aep,many_one
SEMA3G,t9741aep,many_one
SEMA3A,t9741aep,many_one
SEMA3B,t9741aep,many_one
SEMA3C,t9741aep,many_one
SEMA3F,t9741aep,many_one
SEMA3D,t9741aep,many_one
FGF23,t22169aep,many_many
FGF21,t22169aep,many_many
FGF19,t22169aep,many_many
FGF1,t22169aep,many_many
FGF2,t22169aep,many_many
FGF4,t22169aep,many_many
FGF6,t22169aep,many_many
FGF5,t22169aep,many_many
FGF12,t22169aep,many_many
FGF13,t22169aep,many_many
FGF14,t22169aep,many_many
FGF11,t22169aep,many_many
FGF3,t22169aep,many_many
FGF22,t22169aep,many_many
FGF10,t22169aep,many_many
FGF7,t22169aep,many_many
FGF9,t22169aep,many_many
FGF16,t22169aep,many_many
FGF20,t22169aep,many_many
FGF23,t14488aep,many_many
FGF21,t14488aep,many_many
FGF19,t14488aep,many_many
FGF1,t14488aep,many_many
FGF2,t14488aep,many_many
FGF4,t14488aep,many_many
FGF6,t14488aep,many_many
FGF5,t14488aep,many_many
FGF12,t14488aep,many_many
FGF13,t14488aep,many_many
FGF14,t14488aep,many_many
FGF11,t14488aep,many_many
FGF3,t14488aep,many_many
FGF22,t14488aep,many_many
FGF10,t14488aep,many_many
FGF7,t14488aep,many_many
FGF9,t14488aep,many_many
FGF16,t14488aep,many_many
FGF20,t14488aep,many_many
GAL3ST3,t38616aep,many_many
GAL3ST1,t38616aep,many_many
GAL3ST2,t38616aep,many_many
GAL3ST4,t38616aep,many_many
MC1R,t11658aep,many_one
MC2R,t11658aep,many_one
MC5R,t11658aep,many_one
MC3R,t11658aep,many_one
MC4R,t11658aep,many_one
GPR3,t11658aep,many_one
GPR6,t11658aep,many_one
GPR12,t11658aep,many_one
CNR2,t11658aep,many_one
CNR1,t11658aep,many_one
S1PR4,t11658aep,many_one
S1PR5,t11658aep,many_one
S1PR1,t11658aep,many_one
S1PR3,t11658aep,many_one
S1PR2,t11658aep,many_one
LPAR2,t11658aep,many_one
LPAR1,t11658aep,many_one
LPAR3,t11658aep,many_one
ABCG8,t35029aep,one_many
ABCG8,t36500aep,one_many
ABCG8,t36161aep,one_many
ABCG8,t12548aep,one_many
ABCG8,t19809aep,one_many
ABCG8,t30340aep,one_many
ABCG8,t3435aep,one_many
ABCG8,t25556aep,one_many
ABCG8,t35113aep,one_many
ABCG8,t14251aep,one_many
ELSPBP1,t32417aep,many_many
BSPH1,t32417aep,many_many
ELSPBP1,t11508aep,many_many
BSPH1,t11508aep,many_many
ELSPBP1,t11509aep,many_many
BSPH1,t11509aep,many_many
ELSPBP1,t20290aep,many_many
BSPH1,t20290aep,many_many
ELSPBP1,t19406aep,many_many
BSPH1,t19406aep,many_many
ELSPBP1,t23669aep,many_many
BSPH1,t23669aep,many_many
ELSPBP1,t37804aep,many_many
BSPH1,t37804aep,many_many
ELSPBP1,t28110aep,many_many
BSPH1,t28110aep,many_many
ELSPBP1,t24260aep,many_many
BSPH1,t24260aep,many_many
ELSPBP1,t31784aep,many_many
BSPH1,t31784aep,many_many
H2BC1,t11585aep,many_one
H2BC13,t11585aep,many_one
H2BU1,t11585aep,many_one
H2BC17,t11585aep,many_one
H2BC18,t11585aep,many_one
H2BC9,t11585aep,many_one
H2BC10,t11585aep,many_one
H2BC4,t11585aep,many_one
H2BC6,t11585aep,many_one
H2BC7,t11585aep,many_one
H2BC8,t11585aep,many_one
H2BC5,t11585aep,many_one
H2BC14,t11585aep,many_one
H2BC3,t11585aep,many_one
H2BC15,t11585aep,many_one
H2BC20P,t11585aep,many_one
H2BC19P,t11585aep,many_one
H2BC11,t11585aep,many_one
H2BC12L,t11585aep,many_one
H2BC12,t11585aep,many_one
H2BC21,t11585aep,many_one
ZNF576,t28150aep,one_many
ZNF576,t2510aep,one_many
ZNF576,t16601aep,one_many
ZNF576,t1877aep,one_many
ZNF576,t36207aep,one_many
ZNF576,t22694aep,one_many
ZNF576,t9754aep,one_many
ZNF576,t16501aep,one_many
ZNF576,t32617aep,one_many
ZNF576,t13678aep,one_many
ZNF576,t28463aep,one_many
ZNF576,t27113aep,one_many
ZNF576,t8231aep,one_many
ZNF576,t23167aep,one_many
HOXD4,t28757aep,many_many
HOXB4,t28757aep,many_many
HOXC4,t28757aep,many_many
HOXA4,t28757aep,many_many
HOXB5,t28757aep,many_many
HOXA5,t28757aep,many_many
HOXC5,t28757aep,many_many
HOXA7,t28757aep,many_many
HOXB7,t28757aep,many_many
HOXC8,t28757aep,many_many
HOXB8,t28757aep,many_many
HOXD8,t28757aep,many_many
HOXC6,t28757aep,many_many
HOXA6,t28757aep,many_many
HOXB6,t28757aep,many_many
HOXD4,t22587aep,many_many
HOXB4,t22587aep,many_many
HOXC4,t22587aep,many_many
HOXA4,t22587aep,many_many
HOXB5,t22587aep,many_many
HOXA5,t22587aep,many_many
HOXC5,t22587aep,many_many
HOXA7,t22587aep,many_many
HOXB7,t22587aep,many_many
HOXC8,t22587aep,many_many
HOXB8,t22587aep,many_many
HOXD8,t22587aep,many_many
HOXC6,t22587aep,many_many
HOXA6,t22587aep,many_many
HOXB6,t22587aep,many_many
KCNJ15,t14532aep,many_one
KCNJ10,t14532aep,many_one
KCNJ13,t14532aep,many_one
KCNJ1,t14532aep,many_one
KCNJ8,t14532aep,many_one
KCNJ11,t14532aep,many_one
KCNJ5,t14532aep,many_one
KCNJ6,t14532aep,many_one
KCNJ9,t14532aep,many_one
KCNJ3,t14532aep,many_one
KCNJ16,t14532aep,many_one
KCNJ14,t14532aep,many_one
KCNJ4,t14532aep,many_one
KCNJ12,t14532aep,many_one
KCNJ18,t14532aep,many_one
KCNJ2,t14532aep,many_one
ESM1,t8713aep,one_one
SPINT3,t22395aep,one_many
SPINT3,t14298aep,one_many
SPINT3,t24143aep,one_many
SPINT3,t16368aep,one_many
RGS18,t30490aep,many_many
RGS4,t30490aep,many_many
RGS5,t30490aep,many_many
RGS16,t30490aep,many_many
RGS8,t30490aep,many_many
RGS3,t30490aep,many_many
RGS2,t30490aep,many_many
RGS21,t30490aep,many_many
RGS1,t30490aep,many_many
RGS13,t30490aep,many_many
RGS10,t30490aep,many_many
RGS17,t30490aep,many_many
RGS20,t30490aep,many_many
RGS19,t30490aep,many_many
RGS18,t4198aep,many_many
RGS4,t4198aep,many_many
RGS5,t4198aep,many_many
RGS16,t4198aep,many_many
RGS8,t4198aep,many_many
RGS3,t4198aep,many_many
RGS2,t4198aep,many_many
RGS21,t4198aep,many_many
RGS1,t4198aep,many_many
RGS13,t4198aep,many_many
RGS10,t4198aep,many_many
RGS17,t4198aep,many_many
RGS20,t4198aep,many_many
RGS19,t4198aep,many_many
TNFRSF9,t16558aep,many_many
TNFRSF18,t16558aep,many_many
CD27,t16558aep,many_many
NGFR,t16558aep,many_many
LTBR,t16558aep,many_many
FAS,t16558aep,many_many
TNFRSF14,t16558aep,many_many
CD40,t16558aep,many_many
TNFRSF11A,t16558aep,many_many
TNFRSF4,t16558aep,many_many
TNFRSF6B,t16558aep,many_many
TNFRSF11B,t16558aep,many_many
TNFRSF21,t16558aep,many_many
TNFRSF1B,t16558aep,many_many
TNFRSF9,t27001aep,many_many
TNFRSF18,t27001aep,many_many
CD27,t27001aep,many_many
NGFR,t27001aep,many_many
LTBR,t27001aep,many_many
FAS,t27001aep,many_many
TNFRSF14,t27001aep,many_many
CD40,t27001aep,many_many
TNFRSF11A,t27001aep,many_many
TNFRSF4,t27001aep,many_many
TNFRSF6B,t27001aep,many_many
TNFRSF11B,t27001aep,many_many
TNFRSF21,t27001aep,many_many
TNFRSF1B,t27001aep,many_many
MS4A4E,t19905aep,many_one
MS4A10,t19905aep,many_one
MS4A6A,t19905aep,many_one
MS4A6E,t19905aep,many_one
MS4A7,t19905aep,many_one
MS4A15,t19905aep,many_one
MS4A12,t19905aep,many_one
MS4A8,t19905aep,many_one
MS4A18,t19905aep,many_one
MS4A1,t19905aep,many_one
MS4A2,t19905aep,many_one
MS4A4A,t19905aep,many_one
MS4A3,t19905aep,many_one
MS4A14,t19905aep,many_one
MS4A5,t19905aep,many_one
ANKRD37,t1810aep,one_many
ANKRD37,t21230aep,one_many
PPP1R27,t32360aep,many_many
NRARP,t32360aep,many_many
PPP1R27,t14099aep,many_many
NRARP,t14099aep,many_many
PPP1R27,t2525aep,many_many
NRARP,t2525aep,many_many
PPP1R27,t3227aep,many_many
NRARP,t3227aep,many_many
PPP1R27,t11112aep,many_many
NRARP,t11112aep,many_many
PPP1R27,t11113aep,many_many
NRARP,t11113aep,many_many
OPN4,t35149aep,one_many
OPN4,t11676aep,one_many
OPN4,t29908aep,one_many
OPN4,t32057aep,one_many
OPN4,t11466aep,one_many
OPN4,t36575aep,one_many
OPN4,t19391aep,one_many
PRRT1B,t22715aep,many_many
PRRT1,t22715aep,many_many
PRRT1B,t17932aep,many_many
PRRT1,t17932aep,many_many
PRRT1B,t5042aep,many_many
PRRT1,t5042aep,many_many
PRRT1B,t989aep,many_many
PRRT1,t989aep,many_many
PRRT1B,t9598aep,many_many
PRRT1,t9598aep,many_many
PRRT1B,t31411aep,many_many
PRRT1,t31411aep,many_many
PRRT1B,t12196aep,many_many
PRRT1,t12196aep,many_many
PRRT1B,t6577aep,many_many
PRRT1,t6577aep,many_many
ASIC5,t96aep,one_many
ASIC5,t22547aep,one_many
ASIC5,t31102aep,one_many
ASIC5,t18364aep,one_many
ASIC5,t5212aep,one_many
BCHE,t27253aep,many_one
ACHE,t27253aep,many_one
TG,t27253aep,many_one
NLGN2,t27253aep,many_one
NLGN3,t27253aep,many_one
NLGN1,t27253aep,many_one
NLGN4X,t27253aep,many_one
NLGN4Y,t27253aep,many_one
CES4A,t27253aep,many_one
CES3,t27253aep,many_one
CES2,t27253aep,many_one
CES5A,t27253aep,many_one
CES1,t27253aep,many_one
CES1P1,t27253aep,many_one
LRG1,t5949aep,many_one
TPBGL,t5949aep,many_one
TPBG,t5949aep,many_one
LRRC26,t5949aep,many_one
GP9,t5949aep,many_one
LRTM2,t5949aep,many_one
VASN,t5949aep,many_one
LRRC52,t5949aep,many_one
ISLR,t5949aep,many_one
ISLR2,t5949aep,many_one
IGFALS,t5949aep,many_one
LRRC3C,t5949aep,many_one
LRRC3B,t5949aep,many_one
LRRC3,t5949aep,many_one
ZNF276,t26424aep,one_many
ZNF276,t6688aep,one_many
ZNF276,t17926aep,one_many
ZBTB41,t14434aep,many_many
ZNF131,t14434aep,many_many
ZBTB41,t2649aep,many_many
ZNF131,t2649aep,many_many
ZBTB41,t26387aep,many_many
ZNF131,t26387aep,many_many
HES6,t3617aep,many_one
HES4,t3617aep,many_one
HES1,t3617aep,many_one
HES2,t3617aep,many_one
HES3,t3617aep,many_one
HES5,t3617aep,many_one
HES7,t3617aep,many_one
HEY1,t3617aep,many_one
HEY2,t3617aep,many_one
HEYL,t3617aep,many_one
HELT,t3617aep,many_one
BHLHE41,t3617aep,many_one
BHLHE40,t3617aep,many_one
SULT6B1,t28628aep,many_one
SULT1A4,t28628aep,many_one
SULT1A3,t28628aep,many_one
SULT1A1,t28628aep,many_one
SULT1A2,t28628aep,many_one
SULT1C4,t28628aep,many_one
SULT1C2,t28628aep,many_one
SULT1C3,t28628aep,many_one
SULT1B1,t28628aep,many_one
SULT1E1,t28628aep,many_one
SULT4A1,t28628aep,many_one
SULT2A1,t28628aep,many_one
SULT2B1,t28628aep,many_one
THAP9,t28361aep,one_many
THAP9,t23507aep,one_many
SLC2A8,t24592aep,one_many
SLC2A8,t35345aep,one_many
SLC2A8,t25313aep,one_many
SLC2A8,t23492aep,one_many
SLC2A8,t4222aep,one_many
CYP2U1,t8687aep,one_one
PKD1L2,t34743aep,one_many
PKD1L2,t4970aep,one_many
PKD1L2,t36675aep,one_many
PKD1L2,t18838aep,one_many
PKD1L2,t23528aep,one_many
PKD1L2,t4053aep,one_many
ARMC10,t23219aep,many_one
ARMCX1,t23219aep,many_one
ARMCX2,t23219aep,many_one
ARMCX3,t23219aep,many_one
ARMCX5,t23219aep,many_one
GPRASP2,t23219aep,many_one
GPRASP1,t23219aep,many_one
BHLHB9,t23219aep,many_one
ARMCX4,t23219aep,many_one
ARMCX6,t23219aep,many_one
ARMC12,t23219aep,many_one
TAF11,t14079aep,many_one
TAF11L14,t14079aep,many_one
TAF11L9,t14079aep,many_one
TAF11L4,t14079aep,many_one
TAF11L3,t14079aep,many_one
TAF11L7,t14079aep,many_one
TAF11L13,t14079aep,many_one
LINC02218,t14079aep,many_one
TAF11L11,t14079aep,many_one
TAF11L12,t14079aep,many_one
ZBED1,t9409aep,one_many
ZBED1,t19936aep,one_many
CTAGE3P,t9659aep,many_one
MIA3,t9659aep,many_one
SPZ1,t9659aep,many_one
MIA2,t9659aep,many_one
CTAGE1,t9659aep,many_one
CTAGE15,t9659aep,many_one
CTAGE6,t9659aep,many_one
CTAGE8,t9659aep,many_one
CTAGE4,t9659aep,many_one
CTAGE9,t9659aep,many_one
SLC26A11,t11171aep,one_many
SLC26A11,t34693aep,one_many
SLC26A11,t30042aep,one_many
CGRRF1,t23882aep,one_many
CGRRF1,t21844aep,one_many
CGRRF1,t37990aep,one_many
CGRRF1,t33412aep,one_many
CGRRF1,t23182aep,one_many
CGRRF1,t24315aep,one_many
CGRRF1,t19934aep,one_many
CGRRF1,t5963aep,one_many
CGRRF1,t13601aep,one_many
CGRRF1,t7621aep,one_many
RDH11,t8913aep,many_many
RDH12,t8913aep,many_many
RDH11,t1678aep,many_many
RDH12,t1678aep,many_many
RDH11,t14067aep,many_many
RDH12,t14067aep,many_many
RDH11,t13170aep,many_many
RDH12,t13170aep,many_many
RDH11,t22359aep,many_many
RDH12,t22359aep,many_many
RDH11,t23849aep,many_many
RDH12,t23849aep,many_many
CFP,t23042aep,one_many
EML6,t34072aep,one_many
EML6,t34034aep,one_many
EML6,t4672aep,one_many
EML6,t10309aep,one_many
EML6,t1567aep,one_many
EML6,t37782aep,one_many
SPEGNB,t9770aep,one_many
CNTNAP3C,t34821aep,many_many
CNTNAP3B,t34821aep,many_many
CNTNAP3,t34821aep,many_many
CNTNAP4,t34821aep,many_many
CNTNAP5,t34821aep,many_many
CNTNAP2,t34821aep,many_many
CNTNAP1,t34821aep,many_many
CNTNAP3C,t13241aep,many_many
CNTNAP3B,t13241aep,many_many
CNTNAP3,t13241aep,many_many
CNTNAP4,t13241aep,many_many
CNTNAP5,t13241aep,many_many
CNTNAP2,t13241aep,many_many
CNTNAP1,t13241aep,many_many
CDH23,t30603aep,one_many
HSPA8,t4152aep,one_many
HSPA8,t3354aep,one_many
HSPA8,t35317aep,one_many
HSPA8,t21882aep,one_many
HSPA8,t11320aep,one_many
GAA,t2105aep,one_many
GAA,t35062aep,one_many
GAA,t36162aep,one_many
GAA,t1273aep,one_many
GAA,t35238aep,one_many
GAA,t22363aep,one_many
ATP1A3,t32431aep,one_many
ATP1A3,t17863aep,one_many
MEIOSIN,t11132aep,one_many
MEIOSIN,t35110aep,one_many
MEIOSIN,t35761aep,one_many
HMGB4,t4857aep,many_many
HMGB3,t4857aep,many_many
HMGB2,t4857aep,many_many
HMGB1P1,t4857aep,many_many
HMGB1,t4857aep,many_many
HMGB4,t14615aep,many_many
HMGB3,t14615aep,many_many
HMGB2,t14615aep,many_many
HMGB1P1,t14615aep,many_many
HMGB1,t14615aep,many_many
TRPA1,t18785aep,one_many
TRPA1,t7315aep,one_many
TRPA1,t35150aep,one_many
TRPA1,t27236aep,one_many
PRDM6,t27574aep,one_many
PRDM6,t15210aep,one_many
PRDM6,t31142aep,one_many
PRDM6,t16972aep,one_many
PRDM6,t28850aep,one_many
NPR2,t25749aep,many_many
NPR1,t25749aep,many_many
NPR2,t31398aep,many_many
NPR1,t31398aep,many_many
MARCHF1,t21299aep,many_many
MARCHF8,t21299aep,many_many
MARCHF1,t17450aep,many_many
MARCHF8,t17450aep,many_many
MARCHF1,t28999aep,many_many
MARCHF8,t28999aep,many_many
MARCHF1,t5823aep,many_many
MARCHF8,t5823aep,many_many
PRKAA2,t32319aep,one_many
PRKAA2,t7279aep,one_many
PRKAA2,t18296aep,one_many
PRKAA2,t35287aep,one_many
PRKAA2,t31018aep,one_many
PRKAA2,t33344aep,one_many
PRKAA2,t16485aep,one_many
PRKAA2,t34751aep,one_many
PRKAA2,t10739aep,one_many
FOXO4,t24999aep,many_one
FOXO6,t24999aep,many_one
FOXO1,t24999aep,many_one
FOXO3,t24999aep,many_one
FOXO3B,t24999aep,many_one
ZNF391,t24999aep,many_one
ZNF286A,t24999aep,many_one
ZNF286B,t24999aep,many_one
PLXNA3,t36927aep,many_one
PLXNA1,t36927aep,many_one
PLXNA4,t36927aep,many_one
PLXNA2,t36927aep,many_one
PLXNB1,t36927aep,many_one
PLXNB3,t36927aep,many_one
PLXNB2,t36927aep,many_one
PLXND1,t36927aep,many_one
PLXNC1,t36927aep,many_one
ZBED9,t17055aep,many_many
KRBA2,t17055aep,many_many
PARP11,t14391aep,many_one
PARP15,t14391aep,many_one
PARP14,t14391aep,many_one
PARP9,t14391aep,many_one
PARP10,t14391aep,many_one
TIPARP,t14391aep,many_one
ZC3HAV1L,t14391aep,many_one
ZC3HAV1,t14391aep,many_one
PARP12,t14391aep,many_one
AGAP3,t7495aep,many_one
AGAP2,t7495aep,many_one
AGAP1,t7495aep,many_one
AGAP11,t7495aep,many_one
AGAP9,t7495aep,many_one
AGAP5,t7495aep,many_one
AGAP7P,t7495aep,many_one
AGAP4,t7495aep,many_one
AGAP6,t7495aep,many_one
CRYM-AS1,t13410aep,one_one
PLA2G5,t16618aep,many_one
PLA2G2A,t16618aep,many_one
PLA2G2E,t16618aep,many_one
PLA2G2D,t16618aep,many_one
PLA2G2F,t16618aep,many_one
PLA2G10,t16618aep,many_one
OC90,t16618aep,many_one
PLA2G2C,t16618aep,many_one
PLA2G1B,t16618aep,many_one
CAPSL,t12417aep,one_many
CAPSL,t5416aep,one_many
CAPSL,t5116aep,one_many
CAPSL,t35071aep,one_many
WDSUB1,t17221aep,one_many
WDSUB1,t31333aep,one_many
WDSUB1,t31914aep,one_many
WDSUB1,t35796aep,one_many
WDSUB1,t13753aep,one_many
WDSUB1,t13754aep,one_many
WDSUB1,t1840aep,one_many
WDSUB1,t38423aep,one_many
WDSUB1,t12764aep,one_many
OTOF,t3249aep,one_many
OTOF,t1453aep,one_many
OTOF,t4558aep,one_many
SGTB,t11162aep,many_many
SGTA,t11162aep,many_many
SGTB,t11160aep,many_many
SGTA,t11160aep,many_many
SGTB,t11161aep,many_many
SGTA,t11161aep,many_many
SGTB,t38465aep,many_many
SGTA,t38465aep,many_many
SGTB,t19654aep,many_many
SGTA,t19654aep,many_many
SGTB,t18007aep,many_many
SGTA,t18007aep,many_many
SGTB,t8353aep,many_many
SGTA,t8353aep,many_many
SGTB,t29742aep,many_many
SGTA,t29742aep,many_many
BST1,t4460aep,many_many
CD38,t4460aep,many_many
ERAP1,t22100aep,one_many
ERAP1,t34560aep,one_many
ERAP1,t15556aep,one_many
ERAP1,t32872aep,one_many
ERAP1,t3736aep,one_many
ERAP1,t81aep,one_many
GLIPR2,t458aep,one_many
GLIPR2,t15237aep,one_many
SAMD3,t35496aep,one_many
SAMD3,t25685aep,one_many
SAMD3,t25165aep,one_many
SAMD3,t15073aep,one_many
ABCA1,t14553aep,one_many
ABCA1,t24810aep,one_many
ABCA1,t29335aep,one_many
RNF213,t34205aep,one_many
RNF213,t35283aep,one_many
RNF213,t27839aep,one_many
RHAG,t29290aep,one_many
RHAG,t27861aep,one_many
RHAG,t19823aep,one_many
RHAG,t7581aep,one_many
RHAG,t29732aep,one_many
RHAG,t32086aep,one_many
SLC7A9,t29350aep,one_many
SLC7A9,t35520aep,one_many
SLC7A9,t6725aep,one_many
KLHL28,t2580aep,one_many
KLHL28,t23320aep,one_many
KLHL28,t14055aep,one_many
KLHL28,t32316aep,one_many
MAP3K19,t32412aep,one_one
MAP3K2,t31804aep,many_many
MAP3K3,t31804aep,many_many
MAP3K2,t7195aep,many_many
MAP3K3,t7195aep,many_many
ANO4,t1777aep,many_many
ANO3,t1777aep,many_many
ANO4,t24448aep,many_many
ANO3,t24448aep,many_many
ANO4,t24381aep,many_many
ANO3,t24381aep,many_many
ANO4,t15087aep,many_many
ANO3,t15087aep,many_many
JDP2,t12779aep,many_many
ATF3,t12779aep,many_many
JDP2,t25302aep,many_many
ATF3,t25302aep,many_many
JDP2,t307aep,many_many
ATF3,t307aep,many_many
JDP2,t5966aep,many_many
ATF3,t5966aep,many_many
JDP2,t17893aep,many_many
ATF3,t17893aep,many_many
