human,hydra,type
KHDRBS3,t4942aep,many_one
KHDRBS2,t4942aep,many_one
KHDRBS1,t4942aep,many_one
BRWD1,t34234aep,many_one
BRWD3,t34234aep,many_one
PHIP,t34234aep,many_one
KLHL1,t17303aep,many_one
KLHL4,t17303aep,many_one
KLHL5,t17303aep,many_one
DNASE1L2,t37108aep,many_many
DNASE1,t37108aep,many_many
DNASE1L2,t12958aep,many_many
DNASE1,t12958aep,many_many
ORMDL1,t10261aep,many_one
ORMDL3,t10261aep,many_one
ORMDL2,t10261aep,many_one
CASP8AP2,t32204aep,many_one
GON4L,t32204aep,many_one
YY1AP1,t32204aep,many_one
DCDC2C,t38509aep,many_one
DCDC2,t38509aep,many_one
DCDC2B,t38509aep,many_one
POLRMT,t15888aep,one_many
POLRMT,t37011aep,one_many
POLRMT,t36086aep,one_many
ATAD3B,t35975aep,many_many
ATAD3A,t35975aep,many_many
ATAD3B,t30876aep,many_many
ATAD3A,t30876aep,many_many
CASTOR1,t28146aep,many_one
CASTOR3,t28146aep,many_one
CASTOR2,t28146aep,many_one
EIF4EBP3,t1932aep,many_one
EIF4EBP2,t1932aep,many_one
EIF4EBP1,t1932aep,many_one
LHCGR,t23380aep,many_one
TSHR,t23380aep,many_one
FSHR,t23380aep,many_one
TRAM1,t25004aep,many_one
TRAM1L1,t25004aep,many_one
TRAM2,t25004aep,many_one
BEND2,t8226aep,many_one
SNX29P2,t8226aep,many_one
SNX29,t8226aep,many_one
PIP4K2C,t23306aep,many_one
PIP4K2B,t23306aep,many_one
PIP4K2A,t23306aep,many_one
SPOCK3,t8320aep,many_one
SPOCK1,t8320aep,many_one
SPOCK2,t8320aep,many_one
XPNPEP1,t33603aep,one_many
XPNPEP1,t37400aep,one_many
XPNPEP1,t9066aep,one_many
TAT,t17321aep,one_many
TAT,t17322aep,one_many
TAT,t33804aep,one_many
SFRP1,t15331aep,many_one
SFRP5,t15331aep,many_one
SFRP2,t15331aep,many_one
ARPC1B,t1699aep,many_many
ARPC1A,t1699aep,many_many
ARPC1B,t6945aep,many_many
ARPC1A,t6945aep,many_many
TRIM37,t37135aep,one_many
TRIM37,t10221aep,one_many
TRIM37,t37444aep,one_many
VWA5A,t8001aep,many_one
VWA5B1,t8001aep,many_one
VWA5B2,t8001aep,many_one
P4HA1,t12840aep,many_many
P4HA2,t12840aep,many_many
P4HA1,t1873aep,many_many
P4HA2,t1873aep,many_many
SSBP2,t3695aep,many_one
SSBP3,t3695aep,many_one
SSBP4,t3695aep,many_one
MEF2D,t8296aep,many_one
MEF2A,t8296aep,many_one
MEF2C,t8296aep,many_one
MTFR1,t21187aep,many_one
MTFR1L,t21187aep,many_one
MTFR2,t21187aep,many_one
ARHGEF6,t25723aep,many_one
ARHGEF7,t25723aep,many_one
PLEKHN1,t25723aep,many_one
ORAI2,t4268aep,many_one
ORAI1,t4268aep,many_one
ORAI3,t4268aep,many_one
SLC29A1,t22934aep,many_many
SLC29A2,t22934aep,many_many
SLC29A1,t16300aep,many_many
SLC29A2,t16300aep,many_many
DTNBP1,t31618aep,many_one
DBNDD2,t31618aep,many_one
DBNDD1,t31618aep,many_one
SLC8A1,t6070aep,many_one
SLC8A3,t6070aep,many_one
SLC8A2,t6070aep,many_one
SRSF5,t12938aep,one_many
SRSF5,t11601aep,one_many
P3H2,t18242aep,many_one
P3H1,t18242aep,many_one
P3H3,t18242aep,many_one
RUFY2,t37294aep,many_one
RUFY3,t37294aep,many_one
RUFY1,t37294aep,many_one
PLEKHG2,t29562aep,many_one
PLEKHG1,t29562aep,many_one
PLEKHG3,t29562aep,many_one
TFDP2,t14229aep,many_one
TFDP3,t14229aep,many_one
TFDP1,t14229aep,many_one
CNIH1,t22386aep,many_one
CNIH2,t22386aep,many_one
CNIH3,t22386aep,many_one
G2E3,t15292aep,many_many
PHF7,t15292aep,many_many
G2E3,t12153aep,many_many
PHF7,t12153aep,many_many
OVOL1,t26616aep,many_one
OVOL2,t26616aep,many_one
OVOL3,t26616aep,many_one
ZC3H11A,t20865aep,many_one
ZC3H11B,t20865aep,many_one
C12orf50,t20865aep,many_one
DCAF4,t24483aep,many_one
DCAF4L1,t24483aep,many_one
DCAF4L2,t24483aep,many_one
NMD3,t4443aep,one_many
NMD3,t4064aep,one_many
NMD3,t8201aep,one_many
SGIP1,t14250aep,many_one
FCHO1,t14250aep,many_one
FCHO2,t14250aep,many_one
TIA1,t8499aep,many_many
TIAL1,t8499aep,many_many
CSGALNACT1,t5183aep,many_many
CSGALNACT2,t5183aep,many_many
CSGALNACT1,t22944aep,many_many
CSGALNACT2,t22944aep,many_many
SPTBN2,t8249aep,many_one
SPTBN1,t8249aep,many_one
SPTB,t8249aep,many_one
OAT,t19892aep,one_many
OAT,t16931aep,one_many
OAT,t2062aep,one_many
IHH,t35700aep,many_one
DHH,t35700aep,many_one
SHH,t35700aep,many_one
PPARGC1A,t12190aep,many_one
PPARGC1B,t12190aep,many_one
PPRC1,t12190aep,many_one
LRIG2,t20348aep,many_one
LRIG1,t20348aep,many_one
LRIG3,t20348aep,many_one
CCDC85C,t6096aep,many_one
CCDC85B,t6096aep,many_one
CCDC85A,t6096aep,many_one
LHX8,t14318aep,many_many
LHX6,t14318aep,many_many
LHX8,t32451aep,many_many
LHX6,t32451aep,many_many
ANKRD40CL,t1116aep,many_many
ANKRD40,t1116aep,many_many
CRTC3,t24457aep,many_one
CRTC2,t24457aep,many_one
CRTC1,t24457aep,many_one
TOE1,t5097aep,many_one
PNLDC1,t5097aep,many_one
PARN,t5097aep,many_one
EGLN3,t23637aep,many_one
EGLN1,t23637aep,many_one
EGLN2,t23637aep,many_one
PTGES3,t22806aep,many_many
PTGES3L,t22806aep,many_many
PTGES3,t3555aep,many_many
PTGES3L,t3555aep,many_many
IGHMBP2,t10299aep,one_many
IGHMBP2,t10539aep,one_many
IGHMBP2,t25228aep,one_many
ZDHHC17,t2742aep,one_many
ZDHHC17,t20155aep,one_many
ZDHHC17,t7809aep,one_many
BOD1L1,t14265aep,many_one
BOD1L2,t14265aep,many_one
BOD1,t14265aep,many_one
MAP4K4,t12544aep,many_one
MINK1,t12544aep,many_one
TNIK,t12544aep,many_one
IGF2BP2,t4270aep,many_one
IGF2BP1,t4270aep,many_one
IGF2BP3,t4270aep,many_one
KCTD12,t10543aep,many_one
KCTD8,t10543aep,many_one
KCTD16,t10543aep,many_one
PTP4A2,t9129aep,many_one
PTP4A1,t9129aep,many_one
PTP4A3,t9129aep,many_one
TMBIM1,t6827aep,many_many
FAIM2,t6827aep,many_many
TMBIM1,t9437aep,many_many
FAIM2,t9437aep,many_many
PRRC2C,t26458aep,many_one
PRRC2A,t26458aep,many_one
PRRC2B,t26458aep,many_one
TET2,t37137aep,many_one
TET3,t37137aep,many_one
TET1,t37137aep,many_one
MBOAT4,t7073aep,many_one
MBOAT1,t7073aep,many_one
MBOAT2,t7073aep,many_one
GVINP1,t14053aep,one_many
GVINP1,t29296aep,one_many
BAIAP2,t20722aep,many_one
BAIAP2L1,t20722aep,many_one
BAIAP2L2,t20722aep,many_one
RRN3P1,t1963aep,many_one
RRN3P2,t1963aep,many_one
RRN3,t1963aep,many_one
DCLK2,t15238aep,many_one
DCX,t15238aep,many_one
DCLK1,t15238aep,many_one
ZSWIM6,t4501aep,many_one
ZSWIM5,t4501aep,many_one
ZSWIM4,t4501aep,many_one
WASF2,t4527aep,many_one
WASF1,t4527aep,many_one
WASF3,t4527aep,many_one
ACOT9,t36203aep,one_many
ACOT9,t15595aep,one_many
MTMR11,t31005aep,many_one
MTMR12,t31005aep,many_one
MTMR10,t31005aep,many_one
LAPTM5,t23207aep,many_one
LAPTM4A,t23207aep,many_one
LAPTM4B,t23207aep,many_one
NAV1,t1650aep,many_one
NAV3,t1650aep,many_one
NAV2,t1650aep,many_one
BTBD7,t21270aep,one_many
GABBR1,t11138aep,many_many
GABBR2,t11138aep,many_many
GABBR1,t8833aep,many_many
GABBR2,t8833aep,many_many
SLC7A3,t38674aep,many_one
SLC7A1,t38674aep,many_one
SLC7A2,t38674aep,many_one
HHAT,t25729aep,one_many
HHAT,t10885aep,one_many
HHAT,t8478aep,one_many
PTBP3,t5163aep,many_one
PTBP1,t5163aep,many_one
PTBP2,t5163aep,many_one
L3MBTL3,t278aep,many_one
L3MBTL1,t278aep,many_one
L3MBTL4,t278aep,many_one
APBA3,t26472aep,many_one
APBA2,t26472aep,many_one
APBA1,t26472aep,many_one
HOMER2,t35701aep,many_one
HOMER3,t35701aep,many_one
HOMER1,t35701aep,many_one
RCAN1,t36138aep,many_one
RCAN3,t36138aep,many_one
RCAN2,t36138aep,many_one
STX10,t14311aep,many_many
STX6,t14311aep,many_many
STX10,t7309aep,many_many
STX6,t7309aep,many_many
NNMT,t17351aep,many_one
INMT,t17351aep,many_one
PNMT,t17351aep,many_one
SH3GL3,t14951aep,many_one
SH3GL2,t14951aep,many_one
SH3GL1,t14951aep,many_one
PTPN5,t12498aep,many_one
PTPRR,t12498aep,many_one
PTPN7,t12498aep,many_one
AFG3L2,t27486aep,one_many
AFG3L2,t23781aep,one_many
AFG3L2,t16816aep,one_many
PA2G4,t23821aep,one_many
PA2G4,t33180aep,one_many
PA2G4,t14092aep,one_many
DCAF8,t18077aep,many_one
DCAF8L2,t18077aep,many_one
DCAF8L1,t18077aep,many_one
HSPE1,t28205aep,one_many
HSPE1,t3473aep,one_many
HSPE1,t33171aep,one_many
KPNA1,t5155aep,many_one
KPNA5,t5155aep,many_one
KPNA6,t5155aep,many_one
CREB5,t2966aep,many_one
ATF7,t2966aep,many_one
ATF2,t2966aep,many_one
ARPP21,t25754aep,many_one
R3HDM2,t25754aep,many_one
R3HDM1,t25754aep,many_one
KSR2,t10714aep,many_many
KSR1,t10714aep,many_many
KSR2,t30984aep,many_many
KSR1,t30984aep,many_many
PEX11G,t25006aep,many_one
PEX11A,t25006aep,many_one
PEX11B,t25006aep,many_one
HS6ST2,t24333aep,many_one
HS6ST3,t24333aep,many_one
HS6ST1,t24333aep,many_one
BCO1,t16609aep,many_one
RPE65,t16609aep,many_one
BCO2,t16609aep,many_one
FAM13C,t407aep,many_one
FAM13B,t407aep,many_one
FAM13A,t407aep,many_one
HDAC11,t5221aep,one_many
HDAC11,t9229aep,one_many
HDAC11,t9112aep,one_many
FAT3,t23846aep,many_one
FAT1,t23846aep,many_one
FAT2,t23846aep,many_one
RABL2A,t36909aep,many_many
RABL2B,t36909aep,many_many
RABL2A,t5451aep,many_many
RABL2B,t5451aep,many_many
NTNG1,t13275aep,many_many
NTNG2,t13275aep,many_many
NTNG1,t22632aep,many_many
NTNG2,t22632aep,many_many
GAD2,t15917aep,many_many
CSAD,t15917aep,many_many
GAD2,t4260aep,many_many
CSAD,t4260aep,many_many
VAMP3,t18480aep,many_one
VAMP2,t18480aep,many_one
VAMP1,t18480aep,many_one
RHBDL1,t5227aep,many_one
RHBDL3,t5227aep,many_one
RHBDL2,t5227aep,many_one
TPPP3,t2890aep,many_one
TPPP,t2890aep,many_one
TPPP2,t2890aep,many_one
DNAI3,t8917aep,one_many
DNAI3,t5679aep,one_many
SIPA1L3,t10903aep,many_one
SIPA1L1,t10903aep,many_one
SIPA1L2,t10903aep,many_one
CCDC40,t37324aep,one_many
MIER1,t11566aep,many_one
MIER2,t11566aep,many_one
MIER3,t11566aep,many_one
TBXT,t20768aep,one_many
TBXT,t24497aep,one_many
TBXT,t29725aep,one_many
TCEA3,t36035aep,many_one
TCEA1,t36035aep,many_one
TCEA2,t36035aep,many_one
CLVS1,t31070aep,many_many
CLVS2,t31070aep,many_many
CLVS1,t11191aep,many_many
CLVS2,t11191aep,many_many
SMYD4,t27252aep,one_many
PELI2,t34581aep,many_one
PELI1,t34581aep,many_one
PELI3,t34581aep,many_one
PI4KAP2,t6255aep,many_one
PI4KAP1,t6255aep,many_one
PI4KA,t6255aep,many_one
RBFOX3,t16997aep,many_one
RBFOX2,t16997aep,many_one
RBFOX1,t16997aep,many_one
SC5D,t22680aep,many_one
MSMO1,t22680aep,many_one
CH25H,t22680aep,many_one
PSME3,t28970aep,many_one
PSME1,t28970aep,many_one
PSME2,t28970aep,many_one
ARHGAP18,t29135aep,many_one
ARHGAP28,t29135aep,many_one
ARHGAP40,t29135aep,many_one
RNF13,t5839aep,many_one
RNF167,t5839aep,many_one
ZNRF4,t5839aep,many_one
MAPK14,t32622aep,one_many
MAPK14,t31122aep,one_many
MAPK14,t5446aep,one_many
MYCBP,t28039aep,one_many
MYCBP,t15590aep,one_many
MYCBP,t11286aep,one_many
ESYT1,t13522aep,many_one
ESYT2,t13522aep,many_one
ESYT3,t13522aep,many_one
TTLL9,t9482aep,one_many
VPS26B,t11292aep,one_many
VPS26B,t37847aep,one_many
VPS26B,t11978aep,one_many
FZD2,t18951aep,many_one
FZD7,t18951aep,many_one
FZD1,t18951aep,many_one
FRZB,t23426aep,many_many
SFRP4,t23426aep,many_many
FRZB,t19036aep,many_many
SFRP4,t19036aep,many_many
DENND1C,t37416aep,many_one
DENND1B,t37416aep,many_one
DENND1A,t37416aep,many_one
TRIP10,t2520aep,many_one
FNBP1,t2520aep,many_one
FNBP1L,t2520aep,many_one
ARHGAP11A,t10949aep,many_one
ARHGAP11B,t10949aep,many_one
JUND,t19405aep,many_one
JUN,t19405aep,many_one
JUNB,t19405aep,many_one
ACVR1C,t2279aep,many_one
TGFBR1,t2279aep,many_one
ACVR1B,t2279aep,many_one
ARHGEF1,t17527aep,many_one
ARHGEF12,t17527aep,many_one
ARHGEF11,t17527aep,many_one
DDX19A,t29834aep,many_many
DDX19B,t29834aep,many_many
DDX19A,t1964aep,many_many
DDX19B,t1964aep,many_many
AKR7A2,t2913aep,many_one
AKR7A3,t2913aep,many_one
AKR7L,t2913aep,many_one
PRKCSH,t7097aep,one_many
PRKCSH,t12784aep,one_many
PRKCSH,t8300aep,one_many
NT5DC2,t3236aep,many_many
NT5DC3,t3236aep,many_many
NT5DC2,t6364aep,many_many
NT5DC3,t6364aep,many_many
MAZ,t13648aep,many_one
VEZF1,t13648aep,many_one
PATZ1,t13648aep,many_one
DDT,t8924aep,many_one
DDTL,t8924aep,many_one
MIF,t8924aep,many_one
QRICH2,t14997aep,one_many
TAOK1,t6505aep,many_many
TAOK3,t6505aep,many_many
TAOK1,t18102aep,many_many
TAOK3,t18102aep,many_many
TANGO2,t32893aep,one_many
TANGO2,t18354aep,one_many
TANGO2,t4413aep,one_many
KRAS,t22260aep,many_one
HRAS,t22260aep,many_one
NRAS,t22260aep,many_one
SLC35B2,t7234aep,one_many
SLC35B2,t36211aep,one_many
RASSF3,t23530aep,many_one
RASSF5,t23530aep,many_one
RASSF1,t23530aep,many_one
SS18L2,t14223aep,many_one
SS18L1,t14223aep,many_one
SS18,t14223aep,many_one
BMP1,t9180aep,many_one
TLL2,t9180aep,many_one
TLL1,t9180aep,many_one
PAX8,t6559aep,many_one
PAX5,t6559aep,many_one
PAX2,t6559aep,many_one
SAXO1,t38117aep,many_many
SAXO2,t38117aep,many_many
SAXO1,t8295aep,many_many
SAXO2,t8295aep,many_many
LMCD1,t24877aep,many_many
TES,t24877aep,many_many
LMCD1,t4533aep,many_many
TES,t4533aep,many_many
TIMM23,t9149aep,many_many
TIMM23B,t9149aep,many_many
TIMM23,t33839aep,many_many
TIMM23B,t33839aep,many_many
ADD1,t1702aep,many_one
ADD3,t1702aep,many_one
ADD2,t1702aep,many_one
ARAP1,t12676aep,many_one
ARAP3,t12676aep,many_one
ARAP2,t12676aep,many_one
CNOT6L,t14419aep,many_many
CNOT6,t14419aep,many_many
GRN,t25532aep,one_many
GRN,t31140aep,one_many
GRN,t31139aep,one_many
ATP5MC1,t27641aep,many_one
ATP5MC3,t27641aep,many_one
ATP5MC2,t27641aep,many_one
MIDN,t8655aep,many_one
UBL4A,t8655aep,many_one
UBL4B,t8655aep,many_one
RELB,t16962aep,many_one
REL,t16962aep,many_one
RELA,t16962aep,many_one
SLFNL1,t27107aep,one_many
SLFNL1,t12281aep,one_many
SLFNL1,t17302aep,one_many
PHETA2,t16690aep,many_many
PHETA1,t16690aep,many_many
PHETA2,t6954aep,many_many
PHETA1,t6954aep,many_many
BIN2,t3659aep,many_one
AMPH,t3659aep,many_one
BIN1,t3659aep,many_one
ABI2,t18479aep,many_one
ABI1,t18479aep,many_one
ABI3,t18479aep,many_one
DLD,t1969aep,one_many
DLD,t5312aep,one_many
DLD,t12064aep,one_many
RNF217,t34318aep,one_one
RNF14,t5001aep,one_one
MCF2,t9464aep,many_one
MCF2L2,t9464aep,many_one
MCF2L,t9464aep,many_one
GFOD2,t16827aep,one_one
GFOD1,t5031aep,one_one
TJP2,t29625aep,many_one
TJP1,t29625aep,many_one
TJP3,t29625aep,many_one
EIF3C,t8837aep,many_many
EIF3CL,t8837aep,many_many
PKN2,t5514aep,many_one
PKN1,t5514aep,many_one
PKN3,t5514aep,many_one
RIPOR1,t20682aep,many_one
RIPOR3,t20682aep,many_one
RIPOR2,t20682aep,many_one
DUT,t12648aep,one_many
DUT,t16097aep,one_many
DUT,t20305aep,one_many
CNNM4,t24945aep,many_many
CNNM2,t24945aep,many_many
CNNM4,t30397aep,many_many
CNNM2,t30397aep,many_many
ENPP3,t14115aep,many_one
ENPP2,t14115aep,many_one
ENPP1,t14115aep,many_one
DNTTIP2,t13562aep,one_many
PITX3,t5275aep,many_one
PITX2,t5275aep,many_one
PITX1,t5275aep,many_one
TP53,t21615aep,many_one
TP73,t21615aep,many_one
TP63,t21615aep,many_one
LYSMD1,t32391aep,many_many
LYSMD2,t32391aep,many_many
LYSMD1,t24472aep,many_many
LYSMD2,t24472aep,many_many
WDR74,t15985aep,one_many
WDR74,t31566aep,one_many
WDR74,t14397aep,one_many
RBM14,t22377aep,many_one
RBM4B,t22377aep,many_one
RBM4,t22377aep,many_one
UQCRFS1P1,t19727aep,many_many
UQCRFS1,t19727aep,many_many
UQCRFS1P1,t12861aep,many_many
UQCRFS1,t12861aep,many_many
HS2ST1,t10490aep,one_many
HS2ST1,t29109aep,one_many
HS2ST1,t29110aep,one_many
PLPP3,t3402aep,many_one
PLPP2,t3402aep,many_one
PLPP1,t3402aep,many_one
RBMS2,t16711aep,many_one
RBMS3,t16711aep,many_one
RBMS1,t16711aep,many_one
AGR3,t22737aep,many_one
AGR2,t22737aep,many_one
TXNDC12,t22737aep,many_one
GPR137,t12323aep,many_one
GPR137B,t12323aep,many_one
GPR137C,t12323aep,many_one
GRIN1,t2650aep,one_many
GRIN1,t36547aep,one_many
GRIN1,t21259aep,one_many
ETV4,t22116aep,many_one
ETV5,t22116aep,many_one
ETV1,t22116aep,many_one
APBB2,t563aep,many_one
APBB1,t563aep,many_one
APBB3,t563aep,many_one
CBX5,t11563aep,many_one
CBX3,t11563aep,many_one
CBX1,t11563aep,many_one
USP37,t8219aep,many_one
USP26,t8219aep,many_one
USP29,t8219aep,many_one
RUNX1,t2845aep,many_one
RUNX2,t2845aep,many_one
RUNX3,t2845aep,many_one
DGLUCY,t10697aep,one_many
DGLUCY,t37042aep,one_many
CPTP,t14418aep,many_many
GLTPD2,t14418aep,many_many
CPTP,t35382aep,many_many
GLTPD2,t35382aep,many_many
STIP1,t22130aep,one_many
STIP1,t18076aep,one_many
STIP1,t273aep,one_many
ADGRD1,t30807aep,one_many
FUNDC1,t4133aep,many_many
FUNDC2,t4133aep,many_many
FUNDC1,t36598aep,many_many
FUNDC2,t36598aep,many_many
FRMD7,t14321aep,many_one
FARP2,t14321aep,many_one
FARP1,t14321aep,many_one
VAV1,t5052aep,many_one
VAV3,t5052aep,many_one
VAV2,t5052aep,many_one
KYNU,t11613aep,one_many
JAKMIP3,t24604aep,many_one
JAKMIP2,t24604aep,many_one
JAKMIP1,t24604aep,many_one
TTYH2,t15969aep,many_one
TTYH3,t15969aep,many_one
TTYH1,t15969aep,many_one
HSF4,t35017aep,many_one
HSF1,t35017aep,many_one
HSF2,t35017aep,many_one
PIGL,t20557aep,one_many
CAPN5,t33392aep,one_many
RALGPS1,t5452aep,many_many
RALGPS2,t5452aep,many_many
RALGPS1,t1100aep,many_many
RALGPS2,t1100aep,many_many
ACTR3,t17642aep,one_many
ACTR3,t14614aep,one_many
ACTR3,t35243aep,one_many
SLC39A4,t22655aep,one_many
SLC39A4,t27291aep,one_many
SLC39A4,t14675aep,one_many
HEBP1,t32785aep,many_many
HEBP2,t32785aep,many_many
HPGD,t36995aep,one_many
RAB22A,t11298aep,many_many
RAB31,t11298aep,many_many
RAB22A,t6269aep,many_many
RAB31,t6269aep,many_many
DICER1,t30769aep,one_many
DICER1,t30770aep,one_many
DICER1,t8582aep,one_many
NOMO3,t22110aep,many_one
NOMO2,t22110aep,many_one
NOMO1,t22110aep,many_one
SLC22A18,t26247aep,one_many
GSTZ1,t1968aep,one_many
GSTZ1,t33363aep,one_many
GSTZ1,t34329aep,one_many
SPAG16,t21765aep,one_many
NBEAP1,t2576aep,many_one
LRBA,t2576aep,many_one
NBEA,t2576aep,many_one
ARHGAP8,t28737aep,many_many
ARHGAP1,t28737aep,many_many
ARHGAP8,t19932aep,many_many
ARHGAP1,t19932aep,many_many
TPMT,t32873aep,one_many
TPMT,t5380aep,one_many
TPMT,t37831aep,one_many
TVP23B,t36990aep,many_many
TVP23C,t36990aep,many_many
TVP23B,t16803aep,many_many
TVP23C,t16803aep,many_many
TECR,t9539aep,one_many
TECR,t16514aep,one_many
TECR,t23851aep,one_many
PRSS8,t20126aep,one_many
PRSS8,t7388aep,one_many
PRSS8,t16643aep,one_many
ATXN3L,t11454aep,many_many
ATXN3,t11454aep,many_many
ATXN3L,t5376aep,many_many
ATXN3,t5376aep,many_many
GLB1,t14807aep,one_many
GLB1,t32706aep,one_many
GLB1,t26497aep,one_many
MMUT,t32152aep,one_many
MMUT,t34308aep,one_many
MMUT,t28764aep,one_many
GALNT13,t18392aep,one_one
GALNT1,t35341aep,one_one
GTF3C2,t16724aep,one_many
GTF3C2,t29101aep,one_many
GTF3C2,t10699aep,one_many
PRMT1,t38062aep,one_many
PRMT1,t15535aep,one_many
PRMT1,t27872aep,one_many
NSDHL,t9625aep,many_one
SDR42E2,t9625aep,many_one
SDR42E1,t9625aep,many_one
TP53I3,t22815aep,one_many
HGSNAT,t23067aep,one_many
VPS4B,t2975aep,one_many
VPS4B,t11524aep,one_many
VPS4B,t28717aep,one_many
FAM210B,t31561aep,one_one
FAM210A,t34585aep,one_one
FSCN3,t18017aep,many_one
FSCN1,t18017aep,many_one
FSCN2,t18017aep,many_one
ATXN7L1,t25809aep,many_one
ATXN7,t25809aep,many_one
ATXN7L2,t25809aep,many_one
PIK3R1,t22766aep,many_one
PIK3R2,t22766aep,many_one
PIK3R3,t22766aep,many_one
DLAT,t18235aep,one_many
DLAT,t29533aep,one_many
DLAT,t38433aep,one_many
ALG1,t28722aep,many_one
ALG1L2,t28722aep,many_one
ALG1L,t28722aep,many_one
PES1,t7553aep,one_many
PES1,t33874aep,one_many
PES1,t13112aep,one_many
ACADSB,t30657aep,one_many
ACADSB,t34386aep,one_many
ACADSB,t19419aep,one_many
RASGEF1C,t10538aep,many_one
RASGEF1A,t10538aep,many_one
RASGEF1B,t10538aep,many_one
PDXP,t18278aep,many_many
PGP,t18278aep,many_many
PDXP,t10330aep,many_many
PGP,t10330aep,many_many
CRKL,t1687aep,many_many
CRK,t1687aep,many_many
CRKL,t4511aep,many_many
CRK,t4511aep,many_many
DELE1,t8643aep,one_many
CNOT1,t4225aep,one_many
CNOT1,t36959aep,one_many
HSPH1,t13597aep,many_one
HSPA4L,t13597aep,many_one
HSPA4,t13597aep,many_one
P4HB,t5048aep,one_many
P4HB,t5509aep,one_many
P4HB,t13000aep,one_many
PNPLA2,t12130aep,many_one
PNPLA5,t12130aep,many_one
PNPLA3,t12130aep,many_one
RBM27,t7598aep,many_many
RBM26,t7598aep,many_many
RBM27,t36953aep,many_many
RBM26,t36953aep,many_many
ST13P4,t1907aep,many_one
ST13P5,t1907aep,many_one
ST13,t1907aep,many_one
ADCY9,t36020aep,one_many
SNRNP70,t36135aep,one_many
SNRNP70,t10125aep,one_many
SNRNP70,t17692aep,one_many
SAT2,t15737aep,many_one
SAT1,t15737aep,many_one
SATL1,t15737aep,many_one
XRN1,t10326aep,one_many
TIGD4,t29783aep,one_many
TIGD4,t33631aep,one_many
DIO1,t24275aep,many_one
DIO3,t24275aep,many_one
DIO2,t24275aep,many_one
ENAH,t15167aep,many_one
VASP,t15167aep,many_one
EVL,t15167aep,many_one
TBC1D10C,t19657aep,many_one
TBC1D10B,t19657aep,many_one
TBC1D10A,t19657aep,many_one
MCTS2P,t19831aep,many_many
MCTS1,t19831aep,many_many
MCTS2P,t6791aep,many_many
MCTS1,t6791aep,many_many
ITPK1,t10350aep,one_many
TMC7,t23089aep,many_many
TMC4,t23089aep,many_many
TMC7,t37310aep,many_many
TMC4,t37310aep,many_many
MRPL48,t12002aep,one_one
MRPS10,t28750aep,one_one
MCOLN2,t8676aep,many_one
MCOLN1,t8676aep,many_one
MCOLN3,t8676aep,many_one
GMPR2,t6574aep,one_many
AQR,t30982aep,one_many
AQR,t23236aep,one_many
AQR,t19500aep,one_many
ALKBH2,t29966aep,one_one
ALKBH3,t1371aep,one_one
ACP5,t604aep,one_many
ACP5,t22945aep,one_many
ACP5,t22946aep,one_many
TPI1,t13946aep,one_many
TPI1,t35400aep,one_many
TPI1,t7275aep,one_many
B4GALT5,t19289aep,many_many
B4GALT6,t19289aep,many_many
B4GALT5,t15344aep,many_many
B4GALT6,t15344aep,many_many
DNAJA1,t10937aep,one_many
DNAJA1,t31233aep,one_many
DNAJA1,t15229aep,one_many
MRPL37,t11193aep,one_one
MRPS30,t14215aep,one_one
NRBP1,t13505aep,many_many
NRBP2,t13505aep,many_many
NRBP1,t8943aep,many_many
NRBP2,t8943aep,many_many
ODAD3,t10489aep,one_many
ODAD3,t27224aep,one_many
ODAD3,t10491aep,one_many
CBFA2T2,t15587aep,many_one
RUNX1T1,t15587aep,many_one
CBFA2T3,t15587aep,many_one
OTUD5,t15996aep,one_many
SCLY,t33aep,one_many
SCLY,t35720aep,one_many
SCLY,t11950aep,one_many
EIF3L,t14455aep,one_many
EIF3L,t18824aep,one_many
EIF3L,t38027aep,one_many
AFAP1L1,t15651aep,many_one
AFAP1,t15651aep,many_one
AFAP1L2,t15651aep,many_one
DUS3L,t19225aep,one_many
DRC1,t27549aep,one_many
SYT15,t16426aep,one_many
SLC35A4,t11256aep,one_many
SLC35A4,t9193aep,one_many
SLC35A4,t30834aep,one_many
RMND1,t98aep,one_many
EXOSC4,t13206aep,one_many
SLC25A27,t31938aep,one_many
ELOVL4,t6066aep,one_many
ELOVL4,t18280aep,one_many
ELOVL4,t7262aep,one_many
FKBP2,t28860aep,one_many
FKBP2,t29738aep,one_many
FKBP2,t36351aep,one_many
LPIN2,t14002aep,many_one
LPIN1,t14002aep,many_one
LPIN3,t14002aep,many_one
NUP62,t16004aep,one_one
NUP62CL,t4384aep,one_one
GYG1,t31297aep,one_many
GYG1,t16556aep,one_many
GYG1,t5612aep,one_many
TBC1D24,t15656aep,one_many
TBC1D24,t17539aep,one_many
TBC1D24,t14113aep,one_many
TSPAN11,t12822aep,many_many
CD151,t12822aep,many_many
NNT,t20800aep,one_many
NNT,t26804aep,one_many
NNT,t2369aep,one_many
PCYT2,t3819aep,one_many
PCYT2,t14989aep,one_many
PCYT2,t8957aep,one_many
PDIA3,t22287aep,one_many
PDIA3,t6922aep,one_many
PDIA3,t28029aep,one_many
TULP3,t6892aep,one_many
TULP3,t9977aep,one_many
SNRPD3,t14241aep,one_many
SNRPD3,t29361aep,one_many
SNRPD3,t1565aep,one_many
SOWAHD,t23023aep,many_many
